,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,top_positive_contributors,top_negative_contributors,risk_narrative,risk_band,exposure_bucket,flag_high_pd_high_exposure,flag_high_expected_loss,flag_anomalous_elevated_pd
567,A14,24,A34,A43,2578,A64,A75,2,A93,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,107.41666666666669,7.855157005881344,2.0,0,0,5156,early_career,medium_term,medium_high_amount,0,0.020014862073576,0,2578,23.219241491555564,1,0.0821881535529885,0,0.156549722403277,0.0078265847027,,,,low_risk,medium_high_exposure,0,0,0
320,A12,30,A34,A40,4249,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,141.63333333333333,8.354674261918463,2.5,0,1,16996,early_career,long_term,high_amount,1,0.7879635839147752,1,4249,1506.625770624246,0,0.2034767862461514,0,0.3898677010469615,0.0170858714453414,,,,high_risk,high_exposure,1,0,0
211,A14,36,A32,A43,3835,A65,A75,2,A92,A101,4,A121,45,A143,A152,1,A172,1,A192,A201,106.52777777777776,8.252185436003328,3.0,1,0,7670,mid_career,long_term,medium_high_amount,0,0.0600311555915148,1,3835,103.59876676205668,0,0.2414362249797642,0,0.4444523962801527,0.0384200536793757,,,,low_risk,medium_high_exposure,0,0,0
782,A12,12,A30,A48,1410,A61,A73,2,A93,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,117.5,7.252053951852814,1.0,0,0,2820,early_career,short_term,medium_low_amount,0,0.2426257068721259,0,1410,153.94601101036392,1,0.1592551136890717,0,0.2999967735783901,0.0185134537997532,,,,moderate_risk,medium_low_exposure,0,0,0
367,A11,18,A32,A42,3650,A61,A72,1,A92,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,202.77777777777777,8.202756381655638,1.5,0,0,3650,young,medium_term,medium_high_amount,0,0.7950790567903572,0,3650,1305.9173507781618,1,0.0961010770207227,0,0.1812876581909803,0.0109144958504651,,,,high_risk,medium_high_exposure,0,0,0
970,A12,15,A32,A45,1514,A62,A73,4,A93,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,100.93333333333334,7.323170717943469,1.25,0,0,6056,young,medium_term,medium_low_amount,0,0.4492777927082715,0,1514,306.0929601721454,1,0.1928205157449535,0,0.3688444705931798,0.0167965608967273,,,,elevated_risk,medium_low_exposure,0,0,0
896,A11,21,A32,A43,2606,A61,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,124.0952380952381,7.865955413933502,1.75,0,0,10424,early_career,medium_term,medium_high_amount,0,0.6887558111567303,0,2606,807.7039397434977,1,0.1150720891155595,0,0.2188692887826849,0.011274889448434,,,,high_risk,medium_high_exposure,0,0,0
930,A11,24,A32,A42,1747,A61,A72,4,A93,A102,1,A122,24,A143,A152,1,A172,1,A191,A202,72.79166666666667,7.466227556215481,2.0,0,0,6988,young,medium_term,medium_low_amount,0,0.7293299854819557,0,1747,573.3627680866394,1,0.2733892593912256,0,0.5055983669072381,0.0411801518752131,,,,high_risk,medium_low_exposure,0,0,0
251,A13,12,A32,A42,2251,A61,A73,1,A92,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,187.58333333333337,7.719573989259581,1.0,0,0,2251,mid_career,short_term,medium_low_amount,0,0.3306001426990389,0,2251,334.8814145469915,1,0.1395784129272406,0,0.2558575983313218,0.0232992275231594,,,,moderate_risk,medium_low_exposure,0,0,0
390,A14,18,A32,A40,1820,A61,A73,2,A94,A101,2,A122,30,A143,A152,1,A174,1,A192,A201,101.11111111111111,7.507141079727608,1.5,0,0,3640,early_career,medium_term,medium_low_amount,0,0.2409885374358458,0,1820,197.3696121599577,1,0.1114674403956287,0,0.2092521842338268,0.0136826965574307,,,,moderate_risk,medium_low_exposure,0,0,0
741,A12,10,A31,A43,1048,A61,A73,4,A93,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,104.8,6.955592608396297,0.8333333333333334,0,0,4192,young,short_term,low_amount,0,0.5536750394595263,0,1048,261.1131486091126,1,0.1722444629679957,0,0.3240419641321784,0.020446961803813,,,,elevated_risk,low_exposure,0,0,0
552,A11,48,A32,A43,6999,A61,A74,1,A94,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,145.8125,8.85366542803745,4.0,1,1,6999,early_career,very_long_term,high_amount,1,0.4790049332704028,1,6999,1508.6499875817972,0,0.300997832458828,0,0.579343831702692,0.022651833214964,,,,elevated_risk,high_exposure,0,0,0
287,A12,48,A33,A410,7582,A62,A71,2,A93,A101,4,A124,31,A143,A153,1,A174,1,A192,A201,157.95833333333334,8.933664178700935,4.0,1,1,15164,early_career,very_long_term,high_amount,0,0.5206931466926337,1,7582,1776.552947200597,0,0.3212022794979544,0,0.6324511623155776,0.0099533966803311,,,,elevated_risk,high_exposure,0,0,0
652,A11,24,A32,A40,2303,A61,A75,4,A93,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,95.95833333333331,7.742402021815782,2.0,0,0,9212,mid_career,medium_term,medium_low_amount,1,0.8371587259546814,0,2303,867.5894456431341,1,0.186421170069408,0,0.3427859160303148,0.0300564241085011,,,,high_risk,medium_low_exposure,0,0,0
906,A11,21,A32,A40,3763,A65,A74,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,179.1904761904762,8.23323750070527,1.75,0,0,7526,young,medium_term,medium_high_amount,0,0.1436470557618218,0,3763,243.24474187428103,1,0.3003389252482555,0,0.5516052529286098,0.0490725975679012,,,,low_risk,medium_high_exposure,0,0,0
904,A14,24,A32,A43,1278,A61,A75,4,A93,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,53.25,7.153833801578843,2.0,0,0,5112,mid_career,medium_term,low_amount,0,0.1986546003052057,0,1278,114.24626063552384,1,0.0975454251314067,0,0.1784961063111276,0.0165947439516859,,,,low_risk,low_exposure,0,0,0
151,A14,10,A32,A43,1924,A61,A73,1,A93,A101,4,A122,38,A143,A152,1,A173,1,A192,A202,192.4,7.562681246721884,0.8333333333333334,0,0,1924,mid_career,short_term,medium_low_amount,0,0.007916961823841,0,1924,6.854505547081588,1,0.127187548385305,0,0.2283787746870939,0.0259963220835162,,,,low_risk,medium_low_exposure,0,0,0
834,A13,15,A32,A43,2327,A61,A72,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,155.13333333333333,7.752764808851328,1.25,0,0,4654,young,medium_term,medium_high_amount,1,0.3788630546311772,0,2327,396.7264476570373,1,0.1128856659312385,0,0.2167546029795029,0.0090167288829742,,,,moderate_risk,medium_high_exposure,0,0,0
777,A11,18,A32,A43,3509,A61,A74,4,A92,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,194.94444444444449,8.163371316459912,1.5,0,0,14036,young,medium_term,medium_high_amount,0,0.4719493095495993,0,3509,745.2315572442948,1,0.1729731647828076,0,0.320013259404191,0.0259330701614242,,,,elevated_risk,medium_high_exposure,0,0,0
359,A11,30,A32,A42,2406,A61,A74,4,A92,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,80.2,7.786136437783072,2.5,0,0,9624,young,long_term,medium_high_amount,1,0.7271015574467524,0,2406,787.2328562475989,1,0.1281196985852648,0,0.2392863805488563,0.0169530166216732,,,,high_risk,medium_high_exposure,0,0,0
576,A12,12,A32,A43,2930,A61,A74,2,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,244.16666666666663,7.983098940710892,1.0,0,0,5860,early_career,short_term,medium_high_amount,0,0.1418145349881916,0,2930,186.9824643819307,1,0.054847686692049,0,0.0978686593376554,0.0118267140464427,,,,low_risk,medium_high_exposure,0,0,0
770,A11,24,A32,A41,2812,A65,A75,2,A92,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,117.16666666666669,7.942006808489856,2.0,0,0,5624,early_career,medium_term,medium_high_amount,0,0.2182146361708157,0,2812,276.12880061055023,1,0.1298055481383332,0,0.2483891293203481,0.0112219669563182,,,,moderate_risk,medium_high_exposure,0,0,0
389,A14,9,A32,A49,1449,A61,A74,3,A92,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,161.0,7.27931883541462,0.75,0,0,4347,early_career,short_term,medium_low_amount,0,0.11271116845812,0,1449,73.49331739311718,1,0.0728846162514908,0,0.1379260994242654,0.0078431330787162,,,,low_risk,medium_low_exposure,0,0,0
942,A14,24,A32,A42,929,A65,A74,4,A93,A101,2,A123,31,A142,A152,1,A173,1,A192,A201,38.708333333333336,6.835184586147301,2.0,0,0,3716,early_career,medium_term,low_amount,0,0.1855439236730405,0,929,77.56663729151461,1,0.1495970276321414,0,0.2783330346033807,0.020861020660902,,,,low_risk,low_exposure,0,0,0
50,A12,24,A33,A42,2333,A65,A72,4,A93,A101,2,A122,29,A141,A152,1,A172,1,A191,A201,97.20833333333331,7.755338812846501,2.0,0,0,9332,early_career,medium_term,medium_high_amount,0,0.5976147920967961,0,2333,627.4058894828215,1,0.2280886183181887,0,0.4267964075046252,0.0293808291317522,,,,elevated_risk,medium_high_exposure,0,0,0
413,A14,10,A32,A40,1597,A63,A73,3,A93,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,159.7,7.37650812632622,0.8333333333333334,0,0,4791,mid_career,short_term,medium_low_amount,0,0.1181422167531101,0,1597,84.9029040696226,1,0.2673594961018731,0,0.5119860363855706,0.0227329558181756,,,,low_risk,medium_low_exposure,0,0,0
193,A14,6,A32,A43,2108,A61,A74,2,A94,A101,2,A121,29,A143,A151,1,A173,1,A191,A201,351.3333333333333,7.653969180478774,0.5,0,0,4216,early_career,short_term,medium_low_amount,0,0.1134384810957883,0,2108,107.6077431674648,1,0.117745685908339,0,0.2197184131204863,0.0157729586961917,,,,low_risk,medium_low_exposure,0,0,0
350,A14,9,A32,A44,1236,A61,A72,1,A92,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,137.33333333333334,7.1204443723924875,0.75,0,0,1236,young,short_term,low_amount,0,0.263935730811415,0,1236,146.80105347730904,1,0.1861937072731449,0,0.3488991136254514,0.0234883009208385,,,,moderate_risk,low_exposure,0,0,0
994,A14,12,A32,A40,2390,A65,A75,4,A93,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,199.16666666666663,7.779466967458324,1.0,0,0,9560,mid_career,short_term,medium_high_amount,0,0.0385309941801878,0,2390,41.440084240792025,1,0.0678463650618508,0,0.1267851123620094,0.0089076177616922,,,,low_risk,medium_high_exposure,0,0,0
722,A11,12,A32,A40,1228,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,102.33333333333331,7.113956109566034,1.0,0,0,4912,young,short_term,low_amount,1,0.8211422200002696,0,1228,453.763190772149,1,0.0495382298640574,0,0.0959500925142833,0.0031263672138315,,,,high_risk,low_exposure,0,0,0
874,A11,12,A32,A42,3590,A61,A73,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,299.1666666666667,8.186185994226083,1.0,0,0,7180,early_career,short_term,medium_high_amount,0,0.5877004099397078,0,3590,949.430012257598,1,0.177962171129073,0,0.3224805757081407,0.0334437665500053,,,,elevated_risk,medium_high_exposure,0,0,0
546,A14,24,A34,A40,2022,A61,A73,4,A92,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,84.25,7.612336837167746,2.0,0,0,8088,mid_career,medium_term,medium_low_amount,0,0.2026303754324878,0,2022,184.37337860602065,1,0.0637813688521251,0,0.1225971690420985,0.0049655686621517,,,,moderate_risk,medium_low_exposure,0,0,0
759,A11,12,A34,A40,691,A61,A75,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,57.583333333333336,6.539585955617669,1.0,0,0,2764,early_career,short_term,low_amount,1,0.5010944489367375,0,691,155.81531889687852,1,0.0576875091033687,0,0.1086287157520243,0.006746302454713,,,,elevated_risk,low_exposure,0,0,0
233,A12,18,A32,A43,866,A61,A73,4,A94,A103,2,A121,25,A143,A152,1,A172,1,A191,A201,48.111111111111114,6.7650389767805414,1.5,0,0,3464,young,medium_term,low_amount,0,0.6138241304289804,0,866,239.20726362817368,1,0.1789575684419315,0,0.3463757151417619,0.0115394217421012,,,,high_risk,low_exposure,0,0,0
809,A12,15,A30,A40,1778,A61,A72,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,118.53333333333332,7.483806687665835,1.25,0,0,3556,early_career,medium_term,medium_low_amount,1,0.8379476288390754,0,1778,670.4418978341442,1,0.2549907316936836,0,0.4679108171405026,0.0420706462468645,,,,high_risk,medium_low_exposure,0,0,0
306,A14,30,A32,A41,4811,A65,A74,2,A92,A101,4,A122,24,A142,A151,1,A172,1,A191,A201,160.36666666666667,8.47886807709457,2.5,0,1,9622,young,long_term,high_amount,0,0.1370609348703461,1,4811,296.73007094755576,0,0.3172076092060498,0,0.5886628701194596,0.04575234829264,,,,low_risk,high_exposure,0,0,0
490,A14,12,A34,A43,1934,A61,A75,2,A93,A101,2,A124,26,A143,A152,2,A173,1,A191,A201,161.16666666666666,7.567862605463883,1.0,0,0,3868,early_career,short_term,medium_low_amount,0,0.0906198539284919,0,1934,78.8664588739665,1,0.0557602157899855,0,0.104231124453998,0.0072893071259729,,,,low_risk,medium_low_exposure,0,0,0
288,A12,12,A32,A43,1092,A61,A73,4,A92,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,91.0,6.996681488176539,1.0,0,0,4368,mid_career,short_term,low_amount,0,0.2959814002406968,0,1092,145.44526007827844,1,0.1616222799005071,0,0.3033190614334077,0.0199254983676064,,,,moderate_risk,low_exposure,0,0,0
727,A11,18,A32,A43,1882,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,104.55555555555556,7.540621528657152,1.5,0,0,7528,young,medium_term,medium_low_amount,1,0.9428424763016228,0,1882,798.4932931798444,1,0.1312163483056873,0,0.2449968844467229,0.0174358121646517,,,,high_risk,medium_low_exposure,0,0,0
198,A12,24,A32,A41,2760,A65,A75,4,A93,A101,4,A124,36,A141,A153,1,A173,1,A192,A201,115.0,7.923348211930154,2.0,0,0,11040,mid_career,medium_term,medium_high_amount,0,0.1918153073312979,0,2760,238.234611705472,1,0.1868388448387916,0,0.3519139077876093,0.0217637818899739,,,,low_risk,medium_high_exposure,0,0,0
583,A12,36,A32,A45,2384,A61,A72,4,A93,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,66.22222222222223,7.776954403322442,3.0,1,0,9536,early_career,long_term,medium_high_amount,1,0.937259644625055,0,2384,1005.492146753759,0,0.2507330247430167,0,0.4641502209813669,0.0373158285046665,,,,high_risk,medium_high_exposure,0,0,0
752,A12,12,A32,A49,841,A62,A74,2,A92,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,70.08333333333333,6.7357800142423265,1.0,0,0,1682,young,short_term,low_amount,0,0.3754423203934623,0,841,142.08614615290583,1,0.1792447721373045,0,0.3353627744245562,0.0231267698500527,,,,moderate_risk,low_exposure,0,0,0
301,A12,36,A30,A43,3804,A61,A73,4,A92,A101,1,A123,42,A143,A152,1,A173,1,A192,A201,105.66666666666669,8.244071270295786,3.0,1,0,15216,mid_career,long_term,medium_high_amount,1,0.7459822725677848,1,3804,1276.9724541815342,0,0.2013057816569411,0,0.3878382550843604,0.0147733082295218,,,,high_risk,medium_high_exposure,0,0,0
591,A12,24,A33,A40,1965,A65,A73,4,A92,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,81.875,7.583756300707112,2.0,0,0,7860,mid_career,medium_term,medium_low_amount,0,0.595537140592342,0,1965,526.6037165687784,1,0.2147893259773909,0,0.4042772873748091,0.0253013645799726,,,,elevated_risk,medium_low_exposure,0,0,0
125,A11,12,A34,A40,2121,A61,A73,4,A93,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,176.75,7.660114319173928,1.0,0,0,8484,early_career,short_term,medium_low_amount,0,0.4621625080489069,0,2121,441.1110058072792,1,0.0510075934985322,0,0.0944313580087937,0.0075838289882707,,,,elevated_risk,medium_low_exposure,0,0,0
489,A14,6,A32,A40,3518,A61,A73,2,A93,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,586.3333333333334,8.165932137321585,0.5,0,0,7036,early_career,short_term,medium_high_amount,0,0.1654079739259386,0,3518,261.8573635221535,1,0.1991432121515251,0,0.3294930155105908,0.0687934087924594,,,,low_risk,medium_high_exposure,0,0,0
606,A14,24,A34,A49,4526,A61,A73,3,A93,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,188.58333333333337,8.417814747435958,2.0,0,1,13578,senior,medium_term,high_amount,0,0.1540193899686941,1,4526,313.69129154923934,0,0.2182797600102264,0,0.372193753250345,0.0643657667701079,,,,low_risk,high_exposure,0,0,0
623,A11,12,A32,A42,1858,A61,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,154.83333333333334,7.527793987721444,1.0,0,0,7432,young,short_term,medium_low_amount,0,0.871890464532773,0,1858,728.9876173958514,1,0.105498170942524,0,0.2007152018318302,0.0102811400532177,,,,high_risk,medium_low_exposure,0,0,0
72,A11,8,A34,A410,1164,A61,A75,3,A93,A101,4,A124,51,A141,A153,2,A174,2,A192,A201,145.5,7.060476365999801,0.6666666666666666,0,0,3492,senior,short_term,low_amount,0,0.5119507942542748,0,1164,268.1598260303892,1,0.2848922768613563,0,0.5367520910053836,0.033032462717329,,,,elevated_risk,low_exposure,0,0,0
754,A14,12,A33,A45,1555,A64,A75,4,A93,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,129.58333333333334,7.349873704738337,1.0,0,0,6220,senior,short_term,medium_low_amount,1,0.1545848906139936,0,1555,108.17077720714208,1,0.2802720743323376,0,0.5215037967405158,0.0390403519241592,,,,low_risk,medium_low_exposure,0,0,0
512,A13,15,A32,A49,2687,A61,A74,2,A93,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,179.13333333333333,7.89655270164304,1.25,0,0,5374,early_career,medium_term,medium_high_amount,0,0.1542136327922934,0,2687,186.46741409080164,1,0.1349682117164711,0,0.2583688429547157,0.0115675804782265,,,,low_risk,medium_high_exposure,0,0,0
217,A13,36,A32,A43,3913,A61,A73,2,A93,A101,2,A121,23,A143,A152,1,A173,1,A192,A201,108.69444444444444,8.272315147956022,3.0,1,0,7826,young,long_term,medium_high_amount,0,0.3424878105579682,1,3913,603.0696612209983,0,0.1547030813351706,0,0.2847742666515573,0.024631896018784,,,,moderate_risk,medium_high_exposure,0,0,0
105,A12,24,A34,A410,11938,A61,A73,2,A93,A102,3,A123,39,A143,A152,2,A174,2,A192,A201,497.4166666666667,9.387565631345389,2.0,0,1,23876,mid_career,medium_term,high_amount,1,0.5388935953948721,1,11938,2894.9902838207927,0,0.3678574963463579,1,0.678476131314247,0.0572388613784688,,,,elevated_risk,high_exposure,0,1,0
656,A12,12,A32,A40,888,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,74.0,6.790097235513905,1.0,0,0,3552,mid_career,short_term,low_amount,1,0.7951344465356782,0,888,317.73572483565704,1,0.1467739846062671,0,0.2716001268606619,0.0219478423518723,,,,high_risk,low_exposure,0,0,0
399,A14,24,A34,A43,1516,A64,A73,4,A92,A101,1,A121,43,A143,A152,2,A172,1,A191,A201,63.166666666666664,7.324489979348532,2.0,0,0,6064,mid_career,medium_term,medium_low_amount,0,0.0517275776296353,0,1516,35.288553458937244,1,0.1732428950162703,0,0.3230713590743337,0.023414430958207,,,,low_risk,medium_low_exposure,0,0,0
208,A11,24,A32,A49,6568,A61,A73,2,A94,A101,2,A123,21,A142,A152,1,A172,1,A191,A201,273.6666666666667,8.790116892892472,2.0,0,1,13136,young,medium_term,high_amount,0,0.8908586728567509,1,6568,2633.021893495413,0,0.214634408431703,0,0.4033493193075816,0.0259194975558243,,,,high_risk,high_exposure,1,1,0
980,A12,30,A34,A42,8386,A61,A74,2,A93,A101,2,A122,49,A143,A152,1,A173,1,A191,A201,279.53333333333336,9.034438166984412,2.5,0,1,16772,mid_career,long_term,high_amount,1,0.3447854906681174,1,8386,1301.1170061342748,0,0.1466626321250816,0,0.2760013588260502,0.0173239054241129,,,,moderate_risk,high_exposure,0,0,0
747,A11,12,A32,A40,1274,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,106.16666666666669,7.150701457592526,1.0,0,0,3822,mid_career,short_term,low_amount,1,0.7517366155880384,0,1274,430.97060171662247,1,0.0922715486814932,0,0.174807338193012,0.0097357591699745,,,,high_risk,low_exposure,0,0,0
99,A12,20,A33,A41,7057,A65,A74,3,A93,A101,4,A122,36,A141,A151,2,A174,2,A192,A201,352.85,8.861917004235215,1.6666666666666667,0,1,21171,mid_career,medium_term,high_amount,0,0.3901183980555625,1,7057,1238.879490785147,0,0.3546916951193589,1,0.6686282097983658,0.040755180440352,,,,moderate_risk,high_exposure,0,0,0
948,A14,18,A32,A42,1533,A61,A72,4,A94,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,85.16666666666667,7.335633981927201,1.5,0,0,6132,mid_career,medium_term,medium_low_amount,1,0.6101386558831194,0,1533,420.90415176097,1,0.2919005526108724,0,0.5329604288147224,0.0508406764070225,,,,high_risk,medium_low_exposure,0,0,0
785,A12,18,A32,A49,1941,A64,A73,4,A93,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,107.83333333333331,7.571473648851271,1.5,0,0,7764,early_career,medium_term,medium_low_amount,0,0.2186688821692678,0,1941,190.99633513074696,1,0.1456065616889367,0,0.2789676516083365,0.012245471769537,,,,moderate_risk,medium_low_exposure,0,0,0
432,A11,6,A34,A42,1872,A61,A71,4,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,312.0,7.535296702444088,0.5,0,0,7488,mid_career,short_term,medium_low_amount,0,0.3414230438857313,0,1872,287.61477216934003,1,0.2536370453871545,0,0.4289567123971027,0.0783173783772062,,,,moderate_risk,medium_low_exposure,0,0,0
635,A14,12,A32,A46,1393,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,116.08333333333331,7.239932591320469,1.0,0,0,5572,mid_career,short_term,medium_low_amount,0,0.5210541572401026,0,1393,326.62279846595834,1,0.2084638256002318,0,0.3612882065955389,0.0556394446049248,,,,elevated_risk,medium_low_exposure,0,0,0
597,A12,24,A30,A49,4241,A61,A73,1,A93,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,176.70833333333334,8.352790135124629,2.0,0,1,4241,mid_career,medium_term,high_amount,1,0.4942209320995361,1,4241,943.1959378653596,0,0.2212458486891136,0,0.3999168039795999,0.0425748933986273,,,,elevated_risk,high_exposure,0,0,0
736,A12,24,A32,A41,11560,A61,A73,1,A92,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,481.6666666666667,9.35539264367532,2.0,0,1,11560,young,medium_term,high_amount,1,0.7381487577666561,1,11560,3839.8498379021457,0,0.2615450464432125,0,0.4700886503006137,0.0530014425858113,,,,high_risk,high_exposure,1,1,0
639,A11,42,A33,A43,4370,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,104.04761904761904,8.382747094863314,3.5,1,1,13110,early_career,very_long_term,high_amount,1,0.7914018879413202,1,4370,1556.2918126366062,0,0.2628864298698269,0,0.5021361277064305,0.0236367320332234,,,,high_risk,high_exposure,1,0,0
