,actual_default,predicted_pd,risk_cluster,credit_amount,duration_months,age_years,ead_proxy,expected_loss_proxy,if_score_scaled,lof_score_scaled,ensemble_anomaly_score,if_anomaly_flag,lof_anomaly_flag,ensemble_anomaly_flag
904,0,0.1986546003052057,0,1278,24,36,1278,114.24626063552381,0.1784961063111276,0.01659474395168592,0.09754542513140677,0,0,0
151,0,0.007916961823841,0,1924,10,38,1924,6.854505547081539,0.22837877468709394,0.02599632208351621,0.12718754838530508,0,0,0
834,1,0.3788630546311772,0,2327,15,25,2327,396.7264476570372,0.21675460297950294,0.009016728882974223,0.11288566593123858,0,0,0
777,0,0.4719493095495993,0,3509,18,25,3509,745.2315572442948,0.320013259404191,0.025933070161424265,0.17297316478280764,0,0,0
359,1,0.7271015574467524,0,2406,30,23,2406,787.2328562475989,0.23928638054885637,0.016953016621673256,0.1281196985852648,0,0,0
576,0,0.1418145349881916,0,2930,12,27,2930,186.9824643819306,0.09786865933765543,0.011826714046442754,0.05484768669204909,0,0,0
770,0,0.2182146361708157,0,2812,24,26,2812,276.12880061055023,0.24838912932034818,0.011221966956318219,0.1298055481383332,0,0,0
389,0,0.11271116845812,0,1449,9,27,1449,73.49331739311715,0.13792609942426542,0.007843133078716202,0.07288461625149081,0,0,0
942,0,0.1855439236730405,0,929,24,31,929,77.56663729151458,0.27833303460338077,0.020861020660902008,0.1495970276321414,0,0,0
50,0,0.5976147920967961,0,2333,24,29,2333,627.4058894828215,0.4267964075046252,0.029380829131752217,0.22808861831818872,0,0,0
413,0,0.1181422167531101,0,1597,10,40,1597,84.90290406962258,0.5119860363855706,0.022732955818175693,0.26735949610187315,0,0,0
193,0,0.1134384810957883,0,2108,6,29,2108,107.60774316746479,0.2197184131204863,0.01577295869619172,0.117745685908339,0,0,0
350,0,0.263935730811415,0,1236,9,23,1236,146.80105347730904,0.3488991136254514,0.023488300920838534,0.18619370727314496,0,0,0
994,0,0.0385309941801878,0,2390,12,50,2390,41.44008424079198,0.1267851123620094,0.008907617761692299,0.06784636506185085,0,0,0
722,1,0.8211422200002696,0,1228,12,24,1228,453.763190772149,0.09595009251428332,0.0031263672138315823,0.049538229864057454,0,0,0
874,0,0.5877004099397078,0,3590,12,29,3590,949.430012257598,0.3224805757081407,0.033443766550005305,0.177962171129073,0,0,0
546,0,0.2026303754324878,0,2022,24,37,2022,184.37337860602065,0.1225971690420985,0.004965568662151754,0.06378136885212513,0,0,0
759,1,0.5010944489367375,0,691,12,35,691,155.81531889687852,0.10862871575202437,0.006746302454713027,0.0576875091033687,0,0,0
233,0,0.6138241304289804,0,866,18,25,866,239.20726362817368,0.3463757151417619,0.011539421742101263,0.17895756844193159,0,0,0
809,1,0.8379476288390754,0,1778,15,26,1778,670.4418978341442,0.46791081714050264,0.042070646246864574,0.2549907316936836,0,0,0
306,0,0.1370609348703461,1,4811,30,24,4811,296.73007094755576,0.5886628701194596,0.04575234829264002,0.31720760920604985,0,0,0
490,0,0.0906198539284919,0,1934,12,26,1934,78.8664588739665,0.10423112445399807,0.007289307125972977,0.05576021578998552,0,0,0
288,0,0.2959814002406968,0,1092,12,49,1092,145.4452600782784,0.30331906143340776,0.01992549836760643,0.1616222799005071,0,0,0
727,1,0.9428424763016228,0,1882,18,25,1882,798.4932931798443,0.2449968844467229,0.017435812164651787,0.13121634830568735,0,0,0
198,0,0.1918153073312979,0,2760,24,36,2760,238.234611705472,0.35191390778760934,0.02176378188997391,0.18683884483879162,0,0,0
583,1,0.937259644625055,0,2384,36,33,2384,1005.492146753759,0.46415022098136693,0.037315828504666526,0.25073302474301673,0,0,0
752,0,0.3754423203934623,0,841,12,23,841,142.08614615290583,0.33536277442455625,0.023126769850052797,0.17924477213730453,0,0,0
301,1,0.7459822725677848,1,3804,36,42,3804,1276.9724541815342,0.3878382550843604,0.014773308229521831,0.2013057816569411,0,0,0
591,0,0.595537140592342,0,1965,24,42,1965,526.6037165687784,0.4042772873748091,0.025301364579972674,0.2147893259773909,0,0,0
125,0,0.4621625080489069,0,2121,12,30,2121,441.11100580727924,0.09443135800879376,0.007583828988270702,0.05100759349853223,0,0,0
489,0,0.1654079739259386,0,3518,6,26,3518,261.85736352215343,0.32949301551059085,0.06879340879245949,0.19914321215152517,0,1,0
606,0,0.1540193899686941,1,4526,24,74,4526,313.69129154923934,0.37219375325034504,0.06436576677010791,0.21827976001022648,0,0,0
623,0,0.871890464532773,0,1858,12,22,1858,728.9876173958514,0.20071520183183028,0.01028114005321773,0.105498170942524,0,0,0
72,0,0.5119507942542748,0,1164,8,51,1164,268.1598260303892,0.5367520910053836,0.03303246271732907,0.2848922768613563,0,0,0
754,1,0.1545848906139936,0,1555,12,55,1555,108.17077720714204,0.5215037967405158,0.03904035192415928,0.2802720743323376,0,0,0
512,0,0.1542136327922934,0,2687,15,26,2687,186.46741409080155,0.2583688429547157,0.011567580478226591,0.13496821171647114,0,0,0
217,0,0.3424878105579682,1,3913,36,23,3913,603.0696612209982,0.2847742666515573,0.024631896018784016,0.15470308133517066,0,0,0
105,1,0.5388935953948721,1,11938,24,39,11938,2894.9902838207927,0.678476131314247,0.05723886137846884,0.3678574963463579,1,0,1
656,1,0.7951344465356782,0,888,12,41,888,317.73572483565704,0.2716001268606619,0.02194784235187236,0.14677398460626712,0,0,0
399,0,0.0517275776296353,0,1516,24,43,1516,35.2885534589372,0.32307135907433376,0.023414430958207,0.17324289501627038,0,0,0
208,0,0.8908586728567509,1,6568,24,21,6568,2633.021893495413,0.40334931930758167,0.025919497555824345,0.214634408431703,0,0,0
980,1,0.3447854906681174,1,8386,30,49,8386,1301.1170061342748,0.27600135882605026,0.01732390542411294,0.1466626321250816,0,0,0
747,1,0.7517366155880384,0,1274,12,37,1274,430.97060171662247,0.17480733819301203,0.009735759169974545,0.09227154868149329,0,0,0
99,0,0.3901183980555625,1,7057,20,36,7057,1238.879490785147,0.6686282097983658,0.040755180440352035,0.35469169511935894,1,0,1
948,1,0.6101386558831194,0,1533,18,43,1533,420.90415176096997,0.5329604288147224,0.050840676407022556,0.29190055261087244,0,0,0
785,0,0.2186688821692678,0,1941,18,35,1941,190.99633513074696,0.2789676516083365,0.012245471769537053,0.14560656168893676,0,0,0
432,0,0.3414230438857313,0,1872,6,36,1872,287.61477216934003,0.42895671239710276,0.07831737837720626,0.2536370453871545,0,1,0
635,0,0.5210541572401026,0,1393,12,47,1393,326.62279846595834,0.3612882065955389,0.055639444604924815,0.20846382560023186,0,0,0
597,1,0.4942209320995361,1,4241,24,36,4241,943.1959378653597,0.39991680397959994,0.0425748933986273,0.22124584868911362,0,0,0
736,1,0.7381487577666561,1,11560,24,23,11560,3839.8498379021453,0.4700886503006137,0.053001442585811354,0.2615450464432125,0,0,0
639,1,0.7914018879413202,1,4370,42,26,4370,1556.2918126366062,0.5021361277064305,0.023636732033223473,0.26288642986982697,0,0,0
986,0,0.9288530644464816,1,6289,42,33,6289,2628.7006150367656,0.6136825975903757,0.009871687978342314,0.311777142784359,0,0,0
607,1,0.6998079671531967,1,2671,36,50,2671,841.1341861197848,0.5848957164013898,0.02677352961580237,0.3058346230085961,0,0,0
447,0,0.1092994701934799,0,2576,7,35,2576,126.69994584828189,0.23159568612453352,0.021091330166930433,0.12634350814573198,0,0,0
62,1,0.829752940249752,0,1953,36,61,1953,729.2283715384946,0.5795123538542495,0.05771497220791316,0.3186136630310813,0,0,0
603,1,0.4069855565109461,1,3349,36,28,3349,613.3475829398213,0.2785134847381868,0.012900482769046484,0.14570698375361665,0,0,0
985,0,0.742786543863833,0,1433,15,25,1433,478.98590281059273,0.2020028195593978,0.009862980471050165,0.10593290001522399,0,0,0
655,0,0.7942971481026927,0,3973,14,22,3973,1420.0841562353992,0.24588522330530854,0.04481938723113005,0.1453523052682193,0,0,0
239,0,0.2515347883564849,0,2522,30,39,2522,285.46683130577475,0.4089617791687347,0.0558888103106146,0.23242529473967466,0,0,0
513,0,0.6842009356793904,0,585,12,20,585,180.11589631759955,0.5268340044564622,0.043971760269401305,0.28540288236293176,0,0,0
928,0,0.1064255438506515,0,1867,30,58,1867,89.41342066612486,0.24947874472189208,0.016838788687198236,0.13315876670454516,0,0,0
852,0,0.094302469689963,0,1471,15,35,1471,62.42351981127101,0.17431629134642002,0.007788624452532367,0.09105245789947619,0,0,0
646,0,0.909902498872125,1,4583,30,32,4583,1876.537418548927,0.5506601539388576,0.016949128985858597,0.28380464146235806,0,0,0
862,1,0.6191941677410893,0,2439,24,35,2439,679.5965588042325,0.070640157954735,0.004294601153785049,0.03746737955426002,0,0,0
999,0,0.2731048786592756,1,4576,45,27,4576,562.3775661351802,0.3774226428521253,0.004089298358535165,0.19075597060533023,0,0,0
244,0,0.1814590909917344,0,3447,12,35,3447,281.47026899182885,0.44485034589152284,0.03917470683484425,0.24201252636318354,0,0,0
0,0,0.1349358477348232,0,1169,6,67,1169,70.98300270090374,0.2735441555703068,0.015660957592771196,0.144602556581539,0,0,0
79,0,0.6989663011126347,0,3832,30,22,3832,1205.2974896386272,0.2714457383132857,0.03418165421706437,0.15281369626517505,0,0,0
504,1,0.9696290456700009,0,1207,24,24,1207,526.654016155661,0.15490362507540817,0.01164574699665999,0.08327468603603408,0,0,0
51,0,0.2315967652456715,1,5965,27,30,5965,621.6636171106937,0.3332120886092635,0.011858198773334827,0.17253514369129916,0,0,0
213,1,0.4235783615594969,0,1908,30,66,1908,363.6843812349841,0.5038668162782294,0.04636692130219139,0.27511686879021036,0,0,0
893,0,0.3555010375741178,1,5800,36,34,5800,927.8577080684474,0.22825078517168573,0.0029855080366566478,0.11561814660417119,0,0,0
305,0,0.1214441278550375,0,1543,6,33,1543,84.32473017614528,0.2568554834232691,0.008872441840914458,0.13286396263209177,0,0,0
972,1,0.9778417975816768,0,1193,24,29,1193,524.9543690317232,0.729986112369806,0.08704136906417476,0.4085137407169904,1,1,1
599,0,0.1582043300342895,0,3863,24,32,3863,275.01449711510713,0.2433896279204194,0.024232744796538364,0.13381118635847888,0,0,0
837,0,0.4060069402171376,0,601,4,23,601,109.80457698172488,0.3580769342522131,0.05833878725281966,0.20820786075251638,0,0,0
610,1,0.6870826141965586,0,741,12,22,741,229.1076977038425,0.2761150319622358,0.00937556101519188,0.14274529648871384,0,0,0
694,0,0.1650666443724847,0,2284,24,28,2284,169.6554970860398,0.0021052138343377047,0.006375263313155077,0.004240238573746391,0,0,0
750,0,0.6199268006245585,0,428,6,49,428,119.39790180028997,0.36061011330512743,0.06122499776008056,0.210917555532604,0,0,0
850,1,0.6906878059204491,0,2235,20,33,2235,694.6592608044916,0.6897057214457072,0.05176500277805657,0.37073536211188185,1,0,1
969,0,0.2172799846103243,0,3939,11,40,3939,385.13963672103034,0.2401775797443853,0.01997091292571307,0.1300742463350492,0,0,0
33,0,0.1543255696806281,0,1264,12,57,1264,87.78038403434127,0.4289465648750517,0.01686012971930767,0.22290334729717967,0,0,0
503,1,0.86372367938086,0,1216,24,38,1216,472.6295973572066,0.45193771755245915,0.028624338301611263,0.2402810279270352,0,0,0
474,1,0.5503637050644132,0,1245,18,33,1245,308.3412657623375,0.10466850011322415,0.0004352032758419555,0.05255185169453305,0,0,0
467,0,0.5979701604712656,1,7238,48,32,7238,1947.6486096709593,0.5555091103331542,0.025789000951095487,0.29064905564212484,0,0,0
462,0,0.5805512939628813,0,3017,12,34,3017,788.1854642487059,0.2813872430061229,0.024326942529723505,0.1528570927679232,0,0,0
424,1,0.2511934599596905,0,2762,12,25,2762,312.20835138389936,0.4295472985005517,0.036462148145511575,0.23300472332303163,0,0,0
267,0,0.3573922493937861,0,1533,24,38,1533,246.54704324430335,0.16960254557372895,0.007546846672395968,0.08857469612306246,0,0,0
684,0,0.4895610634700005,1,9857,36,31,9857,2171.521531180708,0.5441698954479192,0.03898392388272298,0.29157690966532107,0,0,0
864,1,0.4263606979133281,0,2210,10,25,2210,424.0157140748048,0.29111981656081654,0.01694492865781233,0.15403237260931443,0,0,0
950,0,0.2843651521779587,0,3590,18,40,3590,459.3919033434923,0.5358600278353778,0.0684449904345466,0.30215250913496217,0,1,0
58,0,0.721929446333213,0,1961,18,23,1961,637.0666399167438,0.2686037622521151,0.008865767257098534,0.1387347647546068,0,0,0
378,1,0.9704079079930265,1,14318,36,57,14318,6252.435191989869,0.6070892723460902,0.09364782116305853,0.3503685467545744,0,1,1
77,0,0.2447414782351221,1,4771,11,51,4771,525.4477166968954,0.3741493282951291,0.03943507912004096,0.20679220370758503,0,0,0
451,0,0.123047783629217,0,518,6,29,518,28.682438363970487,0.06433604223733758,0.002505904734265596,0.033420973485801586,0,0,0
12,0,0.2633380607230776,0,1567,12,22,1567,185.69283351887816,0.14737923772365846,0.014890033251033719,0.08113463548734609,0,0,0
568,0,0.372606665518047,1,3979,48,41,3979,667.170864943339,0.4766905210805481,0.0377931301401091,0.2572418256103286,0,0,0
212,1,0.8178346564742063,1,5293,27,50,5293,1947.9594765230884,0.46416344952406297,0.021332548762390602,0.24274799914322678,0,0,0
322,0,0.1829258658044474,0,2910,24,34,2910,239.54142127092385,0.27499183466600796,0.028967126516297015,0.1519794805911525,0,0,0
650,0,0.918420841273712,1,7476,48,50,7476,3089.751394213022,0.5011214736799476,0.015749362903490605,0.2584354182917191,0,0,0
291,1,0.6445520735868423,1,9398,36,28,9398,2725.8751744061146,0.5117373613995253,0.019452057563703273,0.2655947094816143,0,0,0
37,1,0.5140082015496967,0,2100,18,37,2100,485.73775046446343,0.3960789394641428,0.020030081594162474,0.20805451052915264,0,0,0
913,0,0.0411950434272366,0,2142,11,28,2142,39.70790235951336,0.3668719476151023,0.023727714502608466,0.19529983105885537,0,0,0
397,0,0.4603274144185354,0,2348,36,46,2348,486.3819460746245,0.33686138208403016,0.032838486833683456,0.1848499344588568,0,0,0
278,1,0.4329999676828335,1,4611,6,32,4611,898.4532829434954,0.30367338230688234,0.10423273865059995,0.20395306047874115,0,1,0
271,0,0.0300401196175925,0,1402,12,37,1402,18.952311466739108,0.3928686349684712,0.018278354513230677,0.20557349474085093,0,0,0
792,0,0.0438487195795532,0,1221,6,27,1221,24.092678972985507,0.28811479796840195,0.028321153265305987,0.15821797561685397,0,0,0
847,0,0.7068986321273463,0,1249,24,28,1249,397.31237618717495,0.11085123914696082,0.004206120661719437,0.05752867990434013,0,0,0
36,0,0.5501368552666632,1,6110,48,31,6110,1512.6012835556905,0.5391957503118111,0.013702017043371595,0.27644888367759135,0,0,0
580,1,0.6437708945015485,0,1056,18,30,1056,305.9199290671358,0.3873801353243003,0.02261399390974589,0.2049970646170231,0,0,0
5,0,0.5896282882437908,1,9055,36,35,9055,2402.587867521386,0.5807111742115957,0.02653943549340615,0.30362530485250094,0,0,0
165,0,0.0480994299400903,0,2978,6,32,2978,64.45804606271501,0.21559512719555757,0.04350486126341846,0.129549994229488,0,0,0
836,0,0.137707040915495,0,886,12,21,886,54.90379721300785,0.10351564305665018,0.000872269328679065,0.05219395619266462,0,0,0
661,1,0.6259667494913765,0,900,12,23,900,253.5165335440075,0.19349596009836312,0.0024691017420457317,0.09798253092020442,0,0,0
135,0,0.0283528754754438,0,1240,12,38,1240,15.82090451529764,0.18455484861248245,0.011580191393222694,0.09806752000285257,0,0,0
494,0,0.2043899996149547,0,2122,12,39,2122,195.17201063232025,0.4504241194185514,0.019781530109211798,0.2351028247638816,0,0,0
407,0,0.4997608472111468,0,1053,15,27,1053,236.8116774510019,0.2824172894503758,0.00634010212004521,0.1443786957852105,0,0,0
114,0,0.3591743380463877,0,1680,12,35,1680,271.53579956306913,0.2647931544847254,0.006686568498624368,0.13573986149167488,0,0,0
857,0,0.1095878356768003,0,3343,15,28,3343,164.85846060039455,0.1990679527183168,0.016062051558208335,0.10756500213826256,0,0,0
626,0,0.1645161644865661,0,2116,6,41,2116,156.65229182410826,0.1932107716976097,0.015113113159051061,0.10416194242833038,0,0,0
458,0,0.5627964777461122,0,343,6,27,343,86.86763634011241,0.2433476226195505,0.009390376812857926,0.12636899971620422,0,0,0
242,1,0.90772156070613,1,4605,48,24,4605,1881.026004173278,0.5353368639150279,0.028378369535497938,0.2818576167252629,0,0,0
675,0,0.1903769332996581,1,4530,30,26,4530,388.08337853135305,0.3944358885074178,0.021871487744995144,0.20815368812620647,0,0,0
813,1,0.6582127335332083,1,3051,48,54,3051,903.6931725044184,0.35470067403555106,0.020090812823235882,0.18739574342939347,0,0,0
410,0,0.6536386331412937,0,1967,24,20,1967,578.5682361250161,0.14790706041032214,0.007975901390050832,0.07794148090018649,0,0,0
907,0,0.6243181960734795,1,3711,36,27,3711,1042.5801715329071,0.3958703562527606,0.019835501702501923,0.20785292897763127,0,0,0
35,1,0.7167227665559114,1,4746,45,25,4746,1530.70481253346,0.4492720832490914,0.00771454470368832,0.22849331397638986,0,0,0
940,0,0.046928393986925,0,3527,12,45,3527,74.48240051634801,0.33684914557761,0.02191899031586808,0.17938406794673903,0,0,0
602,1,0.9529961336266628,0,1837,24,34,1837,787.7942538624809,0.5047308799905104,0.050310134147431296,0.2775205070689708,0,0,0
808,0,0.6951934221366235,1,9283,42,55,9283,2904.0662419624246,0.752877020427346,0.028480124645616778,0.3906785725364814,1,0,1
881,0,0.1892575030216839,1,9277,24,48,9277,790.0838349894726,0.519643367789532,0.021721969672145902,0.27068266873083896,0,0,0
144,0,0.3168770208136057,0,2288,21,23,2288,326.2565806296884,0.17964282895680228,0.010088788975798346,0.09486580896630031,0,0,0
553,0,0.3447251406947976,0,1995,12,27,1995,309.47699505875454,0.21674535918823895,0.013253293624859663,0.11499932640654931,0,0,0
600,0,0.1267324671430218,0,2329,7,45,2329,132.821962189244,0.42227880137018187,0.04324264430525904,0.23276072283772045,0,0,0
932,0,0.133447782498868,0,1224,9,30,1224,73.5030386003765,0.07875840964335079,0.00508322690769808,0.041920818275524435,0,0,0
419,1,0.6573426674133199,0,1042,18,33,1042,308.2279767501057,0.13291354943756328,0.007619127462113406,0.07026633844983834,0,0,0
487,0,0.6356943003903534,0,3757,24,62,3757,1074.7365689549508,0.5034742110754509,0.0425800903862682,0.27302715073085954,0,0,0
196,0,0.0345790692690693,0,1382,6,28,1382,21.504723178434197,0.18470431324990855,0.02513898323889957,0.10492164824440406,0,0,0
422,0,0.2085798026803093,0,958,12,47,958,89.91875293548134,0.2500771723118326,0.015231247112795443,0.132654209712314,0,0,0
951,1,0.6337647849567025,0,2145,36,24,2145,611.7414586794572,0.3872447359715201,0.07102808943809108,0.2291364127048056,0,1,0
493,0,0.0759859624125259,0,368,6,38,368,12.58327537551429,0.18238029947154683,0.012619211017527387,0.0974997552445371,0,0,0
388,0,0.1934327901753955,0,2326,15,27,2326,202.46610147658646,0.28058891566234956,0.01989090597342963,0.1502399108178896,0,0,0
987,0,0.1647003240529891,0,1409,13,64,1409,104.42824046579774,0.2715659641896756,0.023156428725028766,0.14736119645735218,0,0,0
331,1,0.3261294153945809,0,1864,18,30,1864,273.55735363297447,0.21873600486768174,0.005858622691389537,0.11229731377953564,0,0,0
497,0,0.0969443036574836,0,1585,24,40,1585,69.1455245837002,0.0893554378401491,0.006116745580128813,0.047736091710138956,0,0,0
370,0,0.1270970174396623,1,3079,36,36,3079,176.0992725135241,0.22984092012829038,0.018659602744580783,0.12425026143643558,0,0,0
870,0,0.2698175233651554,1,7678,36,40,7678,932.2465249789485,0.4894617481146736,0.012635947968368533,0.25104884804152106,0,0,0
392,0,0.7454681107503819,1,3249,36,39,3249,1089.9116513225958,0.5272688993063696,0.048144141859643386,0.2877065205830065,0,0,0
206,0,0.0533448608780612,0,1935,12,43,1935,46.450037609571794,0.1518271320798436,0.02187266775571428,0.08684989991777894,0,0,0
967,0,0.5235065676382573,0,3568,15,54,3568,840.5421449999859,0.48145612251982595,0.06125939746380232,0.2713577599918141,0,0,0
701,1,0.5289712505512439,1,6331,48,46,6331,1507.0126442579665,0.41910997000558436,0.014421532134564152,0.21676575107007426,0,0,0
952,1,0.658365381164263,1,4113,24,28,4113,1218.5355657278762,0.34252951666208664,0.018051565525670554,0.1802905410938786,0,0,0
767,0,0.0254474402110635,0,2901,10,31,2901,33.22036082353284,0.32946441387864095,0.02308415255272589,0.17627428321568342,0,0,0
670,0,0.110442534152224,1,4139,24,27,4139,205.7047419852248,0.2976153319003813,0.018351562058582294,0.1579834469794818,0,0,0
26,0,0.195586410278374,0,426,6,39,426,37.4939148503643,0.3307147365829338,0.020788786433643514,0.17575176150828867,0,0,0
436,0,0.1627183324041207,0,660,6,23,660,48.32734472402385,0.5042188888568906,0.036073739642229874,0.27014631424956026,0,0,0
457,1,0.2012290480259831,0,3386,12,35,3386,306.61270047719046,0.209948715024192,0.01900893592160946,0.11447882547290072,0,0,0
517,1,0.608766933561671,1,7127,36,23,7127,1952.4068709723133,0.4477352999388824,0.012635060179180757,0.23018518005903157,0,0,0
195,1,0.3291905174223501,0,1501,9,34,1501,222.35173499292637,0.3259691717600787,0.024790914457035462,0.1753800431085571,0,0,0
719,0,0.8339897982002384,1,6148,20,31,6148,2307.3161757007797,0.5245354807165727,0.012279960534288648,0.2684077206254307,0,0,0
464,0,0.2287450599726767,0,1950,18,34,1950,200.7237901260238,0.21254199498217713,0.01254310206149667,0.1125425485218369,0,0,0
241,0,0.0816875242851772,0,1595,6,51,1595,58.631220555685935,0.18362151419052392,0.022849265474981617,0.10323538983275277,0,0,0
158,0,0.4236983779419793,0,3512,24,38,3512,669.6129164995041,0.28994713493629165,0.023949336187179426,0.15694823556173554,0,0,0
957,0,0.1296364311216139,0,1154,9,37,1154,67.3201986814541,0.1906281488144851,0.02974347766221319,0.11018581323834914,0,0,0
446,1,0.921639787550519,0,1842,36,34,1842,763.9472199006252,0.2655831375206593,0.03261973366523929,0.1491014355929493,0,0,0
609,0,0.2344351129119883,0,1300,15,45,1300,137.14454105351317,0.4331896833456278,0.02458897006597288,0.22888932670580034,0,0,0
108,0,0.3201821982002369,1,7721,24,30,7721,1112.4570385368131,0.4280063368646479,0.02373938806406478,0.22587286246435634,0,0,0
9,1,0.8195508692236837,1,5234,30,28,5234,1930.2881622825423,0.4070746381924759,0.01406546673032244,0.21057005246139918,0,0,0
962,0,0.2061090072840205,0,3556,15,29,3556,329.8156334558896,0.10239346918923586,0.008099598871683322,0.05524653403045959,0,0,0
625,0,0.108601309495179,0,1979,15,35,1979,96.71489617093165,0.04359835607105711,0.0036030213393535293,0.02360068870520532,0,0,0
768,0,0.1660883657164894,0,3617,12,28,3617,270.333728458444,0.26748484971234165,0.06742308792289003,0.16745396881761584,0,1,0
720,1,0.6246366072659425,0,1337,9,34,1337,375.8126147615543,0.3464525570101709,0.027243360953694562,0.18684795898193274,0,0,0
525,0,0.5716507961630626,1,7966,26,30,7966,2049.1966090057304,0.19253594494232695,0.008334222884358644,0.1004350839133428,0,0,0
673,0,0.0869623603831742,0,2080,6,24,2080,81.39676931865105,0.3758260896359071,0.03530355614090347,0.20556482288840527,0,0,0
679,0,0.2776799654037596,0,1453,18,26,1453,181.5610453792482,0.042761674972465524,0.002574064208962723,0.022667869590714124,0,0,0
189,0,0.7794414447562977,0,3244,18,33,3244,1137.8286210552433,0.3050174494707828,0.024495768687856523,0.16475660907931966,0,0,0
152,0,0.8354812468042384,1,5848,36,24,5848,2198.6524490900338,0.2610047340013719,0.0038879782481602843,0.1324463561247661,0,0,0
590,0,0.2577983974462235,0,385,12,58,385,44.66357235755823,0.3983358934502268,0.11293948662768943,0.2556376900389581,0,1,0
601,1,0.6163247782687173,0,918,9,30,918,254.6037659028071,0.04643977522586684,0.0039475932602686115,0.025193684243067727,0,0,0
132,0,0.385965469102146,0,2708,15,27,2708,470.3375206478752,0.22706617715488425,0.017416673894317725,0.12224142552460099,0,0,0
529,0,0.5129406524678531,0,662,6,41,662,152.80502037017345,0.270970996413559,0.028077813327117396,0.1495244048703382,0,0,0
566,1,0.4775634187743656,0,1372,12,36,1372,294.8476547512933,0.19236362016144698,0.010778937745168082,0.10157127895330753,0,0,0
888,0,0.4879919215737888,1,6614,36,34,6614,1452.4103561800675,0.29913959615206165,0.008332256870308363,0.153735926511185,0,0,0
789,1,0.9554132881478524,1,5998,40,27,5998,2578.756006039868,0.4091458435651141,0.005742395854483828,0.20744411970979895,0,0,0
